miner_with_layout
-------------------------------------
Wed Jul  2 10:37:18 2014    statsfile

         68392167 function calls (67604268 primitive calls) in 74.971 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/pdfminer/pdfdevice.py:13(__init__)
      262    0.001    0.000    0.002    0.000 /Library/Python/2.7/site-packages/pdfminer/pdfinterp.py:71(copy)
   703758    0.500    0.000    0.500    0.000 {method 'write' of 'file' objects}
      366    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/pdfminer/pdffont.py:574(<genexpr>)
      236    0.002    0.000    0.024    0.000 /Library/Python/2.7/site-packages/pdfminer/pdftypes.py:222(decode)
      311    0.001    0.000    0.001    0.000 /Library/Python/2.7/site-packages/pdfminer/pdfinterp.py:723(do_TD)
      236    0.001    0.000    0.025    0.000 /Library/Python/2.7/site-packages/pdfminer/pdftypes.py:276(get_data)
   703524    0.257    0.000    0.257    0.000 /Library/Python/2.7/site-packages/pdfminer/pdffont.py:489(get_descent)
      470    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    3.039    3.039 /Library/Python/2.7/site-packages/pdfminer/pdfdocument.py:291(__init__)
      401    0.001    0.000    0.001    0.000 {_struct.unpack}
      481    0.001    0.000    0.010    0.000 /Library/Python/2.7/site-packages/pdfminer/pdftypes.py:145(list_value)
      234    0.001    0.000    0.032    0.000 /Library/Python/2.7/site-packages/pdfminer/pdfinterp.py:225(seek)
      262    0.001    0.000    0.001    0.000 /Library/Python/2.7/site-packages/pdfminer/pdfinterp.py:105(copy)
      294    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/pdfminer/pdfinterp.py:573(do_G)
        2    0.000    0.000    0.001    0.001 /Library/Python/2.7/site-packages/pdfminer/pdfdocument.py:118(load_trailer)
     1100    0.007    0.000    0.579    0.001 /Library/Python/2.7/site-packages/pdfminer/pdfdocument.py:451(getobj)
      236    0.020    0.000    0.020    0.000 {zlib.decompress}
      376    0.004    0.000    0.005    0.000 /Library/Python/2.7/site-packages/pdfminer/cmapdb.py:98(decode)
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/pdfminer/pdffont.py:368(__init__)
      120    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/pdfminer/psparser.py:350(_parse_literal_hex)
      703    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
    11756    0.009    0.000    0.009    0.000 {method 'startswith' of 'str' objects}


xpdf_with_layout
-------------------------------------
Wed Jul  2 10:38:14 2014    statsfile

         6 function calls in 1.506 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    1.506    1.506 /Users/markagorenstein/workspace/OSP/opensyllabus/extractor_research/extractors/xpdf.py:11(extract)
        1    1.506    1.506    1.506    1.506 {posix.system}
        1    0.000    0.000    1.506    1.506 <string>:1(<module>)
        1    0.000    0.000    1.506    1.506 main.py:25(xpdf_with_layout)
        1    0.000    0.000    0.000    0.000 /Users/markagorenstein/workspace/OSP/opensyllabus/extractor_research/extractors/xpdf.py:5(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


xpdf_without_layout
-------------------------------------
Wed Jul  2 10:38:15 2014    statsfile

         6 function calls in 1.561 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    1.561    1.561 /Users/markagorenstein/workspace/OSP/opensyllabus/extractor_research/extractors/xpdf.py:11(extract)
        1    1.561    1.561    1.561    1.561 {posix.system}
        1    0.000    0.000    1.561    1.561 main.py:29(xpdf_without_layout)
        1    0.000    0.000    1.561    1.561 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/markagorenstein/workspace/OSP/opensyllabus/extractor_research/extractors/xpdf.py:5(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


textstream_default
-------------------------------------
Wed Jul  2 10:38:19 2014    statsfile

         6 function calls in 3.184 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    3.184    3.184    3.184    3.184 {posix.system}
        1    0.000    0.000    0.000    0.000 /Users/markagorenstein/workspace/OSP/opensyllabus/extractor_research/extractors/textstream.py:5(__init__)
        1    0.000    0.000    3.184    3.184 main.py:33(textstream_default)
        1    0.000    0.000    3.184    3.184 <string>:1(<module>)
        1    0.000    0.000    3.184    3.184 /Users/markagorenstein/workspace/OSP/opensyllabus/extractor_research/extractors/textstream.py:9(extract)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


pdf2_default
-------------------------------------
Wed Jul  2 10:38:47 2014    statsfile

         36866173 function calls (36219956 primitive calls) in 28.755 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:676(parse)
        5    0.000    0.000    0.001    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:179(_compile_charset)
    235/1    0.004    0.000    0.419    0.419 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:1053(_flatten)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/ascii.py:20(IncrementalEncoder)
        2    0.000    0.000    0.000    0.000 {open}
  5876066    1.562    0.000    1.562    0.000 {method 'read' of 'cStringIO.StringI' objects}
    15952    0.038    0.000    0.046    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:452(__init__)
     3779    0.007    0.000    0.007    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:68(__init__)
3734/3264    0.070    0.000    0.854    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:566(readFromStream)
   708899    0.447    0.000    0.543    0.000 /Library/Python/2.7/site-packages/PyPDF2/utils.py:196(ord_)
      234    0.001    0.000   27.355    0.117 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:2164(__init__)
   380540    0.227    0.000    0.862    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:240(__new__)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:179(__init__)
     11/5    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:141(getwidth)
        1    0.070    0.070    0.109    0.109 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:1241(read)
      366    0.006    0.000    0.019    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:290(readHexStringFromStream)
       16    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:196(match)
     1383    0.020    0.000    0.038    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:190(readFromStream)
      234    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:839(__init__)
      234    0.001    0.000    0.001    0.000 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:1641(__init__)
   843637    0.194    0.000    0.194    0.000 {method 'append' of 'list' objects}
    97728    0.097    0.000    0.097    0.000 {method 'read' of 'file' objects}
      945    0.001    0.000    0.001    0.000 {method 'tell' of 'file' objects}
      940    0.004    0.000    0.008    0.000 /Library/Python/2.7/site-packages/PyPDF2/utils.py:59(readUntilWhitespace)
   283769    0.411    0.000    0.411    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
     1176    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:94(getObject)
        4    0.000    0.000    0.001    0.000 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:1487(readNextEndLine)
      705    0.001    0.000    0.001    0.000 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:1592(getIsEncrypted)
   219248    0.040    0.000    0.040    0.000 {method 'isalpha' of 'str' objects}
    15012    0.145    0.000    0.316    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:458(readFromStream)
      234    0.000    0.000    0.017    0.000 /Library/Python/2.7/site-packages/PyPDF2/filters.py:46(decompress)
   255586    0.096    0.000    0.096    0.000 {method 'get' of 'dict' objects}
      470    0.005    0.000    0.478    0.001 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:1140(getObject)
    37541    0.014    0.000    0.014    0.000 /Library/Python/2.7/site-packages/PyPDF2/utils.py:187(str_)
    15012    0.030    0.000    0.030    0.000 {_codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:1020(<lambda>)
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:121(readFromStream)
    37541    0.009    0.000    0.009    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/PyPDF2/utils.py:103(__init__)
        1    0.000    0.000   28.755   28.755 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
   708904    0.096    0.000    0.096    0.000 {ord}
      470    0.001    0.000    0.480    0.001 /Library/Python/2.7/site-packages/PyPDF2/generic.py:169(getObject)
   150164    0.041    0.000    0.041    0.000 {method 'group' of '_sre.SRE_Match' objects}
     2793    0.001    0.000    0.001    0.000 {method 'tell' of 'cStringIO.StringI' objects}
        1    0.000    0.000    0.109    0.109 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:775(__init__)
        1    0.000    0.000    0.003    0.003 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/__init__.py:71(search_function)
    15012    0.023    0.000    0.065    0.000 {method 'decode' of 'str' objects}
   321988    1.863    0.000    8.428    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:312(readStringFromStream)
    18216    2.063    0.000   20.824    0.001 /Library/Python/2.7/site-packages/PyPDF2/generic.py:141(readFromStream)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/ascii.py:31(StreamReader)
        1    0.000    0.000    0.109    0.109 /Users/markagorenstein/workspace/OSP/opensyllabus/extractor_research/extractors/pdf2.py:5(__init__)
        4    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:258(_escape)
      235    0.000    0.000    0.421    0.002 /Library/Python/2.7/site-packages/PyPDF2/utils.py:107(__len__)
      7/1    0.000    0.000    0.002    0.002 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:33(_compile)
    15012    0.013    0.000    0.042    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/utf_8.py:15(decode)
      234    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
       18    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:127(__len__)
      234    0.000    0.000    0.017    0.000 /Library/Python/2.7/site-packages/PyPDF2/filters.py:101(decode)
        1    0.000    0.000    0.001    0.001 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:362(_compile_info)
     8173    0.003    0.000    0.003    0.000 {method 'items' of 'dict' objects}
      3/1    0.001    0.000    0.001    0.001 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:380(_parse)
     7703    0.023    0.000    0.049    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:505(update)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/ascii.py:34(StreamConverter)
      234    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:785(__init__)
      470    0.001    0.000    0.001    0.000 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:1225(cacheGetIndirectObject)
       19    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:202(get)
      705    0.001    0.000    0.002    0.000 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:1599(<lambda>)
        5    0.001    0.000    0.001    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:208(_optimize_charset)
     9588    0.017    0.000    0.024    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:514(__setitem__)
      234    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:882(getPage)
        1    0.000    0.000    0.000    0.000 {_sre.compile}
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:84(closegroup)
    32924    0.029    0.000    0.029    0.000 {method 'seek' of 'file' objects}
        4    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:135(__setitem__)
      234    0.916    0.004   27.331    0.117 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:2179(__parseContentStream)
        8    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:25(_identityfunction)
   418081    3.356    0.000    7.040    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:249(readFromStream)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
   246228    0.232    0.000    0.920    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/re.py:134(match)
      470    0.005    0.000    0.022    0.000 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:1205(readObjectHeader)
      235    0.001    0.000    0.421    0.002 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:852(getNumPages)
       14    0.000    0.000    0.000    0.000 {min}
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/ascii.py:24(IncrementalDecoder)
     3735    0.005    0.000    0.014    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:490(__init__)
   246228    0.285    0.000    0.383    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/re.py:226(_compile)
      940    0.002    0.000    0.003    0.000 /Library/Python/2.7/site-packages/PyPDF2/utils.py:83(skipOverWhitespace)
        1    0.000    0.000    0.004    0.004 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:496(compile)
      234    0.454    0.002   28.111    0.120 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:2090(extractText)
   418081    0.193    0.000    0.193    0.000 {method 'find' of 'str' objects}
778781/137887    3.293    0.000   25.843    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:48(readObject)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:73(opengroup)
        2    0.000    0.000    0.000    0.000 {hasattr}
       30    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:131(__getitem__)
   322354    1.409    0.000    4.001    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:1052(decode_pdfdocencoding)
    37541    0.070    0.000    0.588    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:219(__new__)
      234    0.002    0.000    0.022    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:842(getData)
      3/1    0.000    0.000    0.001    0.001 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:302(_parse_sub)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/__init__.py:49(normalize_encoding)
        4    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:355(_simple)
   322354    1.003    0.000    5.377    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:267(createStringObject)
  3019670    0.916    0.000    0.916    0.000 {method 'seek' of 'cStringIO.StringI' objects}
   247770    0.469    0.000    0.732    0.000 /Library/Python/2.7/site-packages/PyPDF2/utils.py:74(readNonWhitespace)
        7    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:91(__init__)
   975755    0.148    0.000    0.148    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000   28.755   28.755 main.py:37(pdf2_default)
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/ascii.py:8(<module>)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      378    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/PyPDF2/utils.py:208(barray)
        2    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:475(isstring)
        1    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
 15130537    4.461    0.000    4.461    0.000 /Library/Python/2.7/site-packages/PyPDF2/utils.py:171(b_)
292379/287776    0.047    0.000    0.467    0.000 {len}
   434034    0.659    0.000    0.659    0.000 {built-in method __new__ of type object at 0x10770e328}
      470    0.001    0.000    0.001    0.000 /Library/Python/2.7/site-packages/PyPDF2/pdf.py:1232(cacheIndirectObject)
      768    0.000    0.000    0.000    0.000 {chr}
  1154539    0.137    0.000    0.137    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/codecs.py:77(__new__)
        1    0.000    0.000    0.000    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:112(__init__)
        2    0.000    0.000    0.000    0.000 {range}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
        8    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:139(append)
  1324529    0.358    0.000    0.358    0.000 {isinstance}
    37541    0.307    0.000    0.504    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/decimal.py:515(__new__)
      234    0.010    0.000    0.013    0.000 {method 'write' of 'file' objects}
      470    0.001    0.000    0.002    0.000 /Library/Python/2.7/site-packages/PyPDF2/utils.py:95(skipOverComment)
      234    0.003    0.000    0.020    0.000 /Library/Python/2.7/site-packages/PyPDF2/filters.py:301(decodeStreamData)
        1    0.003    0.003    0.003    0.003 {__import__}
        1    0.000    0.000    0.002    0.002 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_compile.py:481(_code)
      234    0.001    0.000    0.003    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:800(initializeFromDictionary)
       25    0.000    0.000    0.000    0.000 /System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:183(__next)
      472    0.001    0.000    0.104    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:528(__getitem__)
        1    0.098    0.098   28.646   28.646 /Users/markagorenstein/workspace/OSP/opensyllabus/extractor_research/extractors/pdf2.py:9(extract)
  1031487    2.049    0.000    2.049    0.000 /Library/Python/2.7/site-packages/PyPDF2/utils.py:180(u_)
      235    0.001    0.000    0.423    0.002 /Library/Python/2.7/site-packages/PyPDF2/utils.py:110(__getitem__)
     1383    0.003    0.000    0.003    0.000 /Library/Python/2.7/site-packages/PyPDF2/generic.py:164(__init__)
      234    0.016    0.000    0.016    0.000 {zlib.decompress}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
   322354    0.156    0.000    0.156    0.000 {method 'startswith' of 'str' objects}


pdfbox_default
-------------------------------------
Wed Jul  2 10:38:54 2014    statsfile

         6 function calls in 6.760 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    6.760    6.760 main.py:41(pdfbox_default)
        1    6.760    6.760    6.760    6.760 {posix.system}
        1    0.000    0.000    6.760    6.760 /Users/markagorenstein/workspace/OSP/opensyllabus/extractor_research/extractors/pdfbox.py:9(extract)
        1    0.000    0.000    0.000    0.000 /Users/markagorenstein/workspace/OSP/opensyllabus/extractor_research/extractors/pdfbox.py:5(__init__)
        1    0.000    0.000    6.760    6.760 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


